Zeitstempel,Anfangsbuchstabe des Vornamens Ihrer Mutter,Anfangsbuchstabe des Mädchennamens Ihrer Mutter,Dritter Buchstabe des Geburtsmonats Ihrer Mutter,Anfangsbuchstabe Ihres Geburtsortes ,Anfangsbuchstabe des Vornamens Ihres Vaters,Geschlecht,Ihr Alter in Jahren:,Wie häufig machen Sie in der Woche Sport?,Welche Sportarten machen Sie? (mehrere Antworten möglich),"Haben Sie schonmal Sport-Apps genutzt? (Z.B. Apple Sports, Adidas Running App, Komoot, Nike Training Club, Freeletics, Urban Sports Club, Stava, etc.)  ","Warum üben Sie Sport aus?   [Wegen der Begeisterung, die ich empfinde, wenn ich wirklich an einer Aktivität beteiligt bin]","Warum üben Sie Sport aus?   [Weil es die Art und Weise ist, wie ich mein Leben leben möchte]","Warum üben Sie Sport aus?   [Weil es eine gute Möglichkeit ist, viele Dinge zu lernen, die mir in anderen Bereichen meines Lebens nützlich sein könnten]","Warum üben Sie Sport aus?   [Weil es mir erlaubt, bei den Menschen, die ich kenne, gut angesehen zu sein]","Warum üben Sie Sport aus?   [Ich weiß es nicht mehr; ich habe den Eindruck, dass ich in meiner Sportart nicht erfolgreich sein kann]","Warum üben Sie Sport aus?   [Weil ich eine große persönliche Befriedigung empfinde, wenn ich bestimmte schwierige Trainingstechniken beherrsche]","Warum üben Sie Sport aus?   [Weil es absolut notwendig ist, Sport zu treiben, wenn man in Form sein will]","Warum üben Sie Sport aus?   [Weil es eine der besten Möglichkeiten ist, um andere Aspekte meines Lebens weiter zu entwickeln]",Warum üben Sie Sport aus?   [Weil er ein Teil von mir ist],"Warum üben Sie Sport aus?   [Weil ich Sport treiben muss, um mich selbst gut zu fühlen]",Warum üben Sie Sport aus?   [Wegen des Ansehens eines Sportlers / einer Sportlerin],"Warum üben Sie Sport aus?   [Ich weiß nicht, ob ich weiterhin so viel Zeit und Mühe in meinen Sport investieren möchte]",Warum üben Sie Sport aus?   [Weil die Teilnahme an meinem Sport mit meinen innersten Grundsätzen übereinstimmt],"Warum üben Sie Sport aus?   [Wegen der Zufriedenheit, die ich erfahre, während ich meine Fähigkeiten perfektioniere]","Warum üben Sie Sport aus?   [Weil es eine der besten Möglichkeiten ist, gute Beziehungen zu meinen FreundInnen zu pflegen]","Warum üben Sie Sport aus?   [Weil ich mich schlecht fühlen würde, wenn ich mir keine Zeit dafür nehmen würde]","Warum üben Sie Sport aus?   [Es ist mir nicht mehr klar. Ich glaube nicht, dass Sport noch weiterhin was für mich ist.]","Warum üben Sie Sport aus?   [Ich empfinde Freude daran neue Strategien auszuprobieren, um meine Leistung zu verbessern.]","Warum üben Sie Sport aus?   [Wegen der materiellen oder sozialen Vorteile, die man als SportlerIn hat]",Warum üben Sie Sport aus?   [Weil ich durch hartes Training meine Leistung verbessern kann],Warum üben Sie Sport aus?   [Weil die Teilnahme an meinem Sport ein fester Bestandteil meines Lebens ist],"Warum üben Sie Sport aus?   [Ich habe das Gefühl, dass mir mein Sport nicht mehr so viel Spaß macht wie früher]",Warum üben Sie Sport aus?   [Weil ich regelmäßig Sport treiben muss],"Warum üben Sie Sport aus?   [Um anderen zu zeigen, wie gut ich in meinem Sport bin]",Wie oft benutzen Sie eine Sport-App?  ,Wofür benutzen Sie Sport-Apps? (mehrere Antworten möglich)  ,"Glauben Sie, dass Sie Ihre Sportlichen Ziele durch Benutzung einer Sport-App effizienter erreichen können? ","Motiviert es Sie, wenn Sie Ihre Leistungen mit denen Ihrer Freunde vergleichen?  "
06.06.2023 10:01:16,S,K,R,İ,O,Männlich,65,3-4 mal die Woche,"Golfen,Fahrradfahren,Laufen",Ja,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,4 - trifft zu,1 - trifft gar nicht zu,Bei wenigen Trainings,Zum Tracken meiner Leistungen,Ja,Ja
06.06.2023 10:04:41,R,H,B,M,A,Männlich,28,1-2 mal die Woche,"Kraftsport, Fitness-Kurse",Ja,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,Bei wenigen Trainings,"Zum Tracken meiner Leistungen, Um Kurse zu Buchen",Ja,Nein
06.06.2023 10:56:59,J,W,P,K,C,Männlich,24,3-4 mal die Woche,"Joggen, Kraftsport, Ballsportarten (z.B. Fußball, Handball, Basketball, etc.)",Ja,5 - trifft voll zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,5 - trifft voll zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,1 - trifft gar nicht zu,4 - trifft zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,Bei wenigen Trainings,"Zum Tracken meiner Leistungen, Um Kurse zu Buchen",Ja,Ja
06.06.2023 11:45:46,N,N,N,B,O,Weiblich,21,3-4 mal die Woche,"Joggen, Kraftsport",Ja,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,2 - trifft nicht zu,4 - trifft zu,1 - trifft gar nicht zu,5 - trifft voll zu,3- trifft teilweise zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,Bei wenigen Trainings,"Zum Tracken meiner Leistungen, Um Kurse zu Buchen",Nein,Nein
06.06.2023 13:47:36,M,L,G,B,L,Weiblich,52,1-2 mal die Woche,Fitness-Kurse,Ja,4 - trifft zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,5 - trifft voll zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,2 - trifft nicht zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,4 - trifft zu,1 - trifft gar nicht zu,2 - trifft nicht zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,2 - trifft nicht zu,Bei wenigen Trainings,"Um Kurse zu Buchen, Um motivierter zu sein beim Sport",Ja,Nein
06.06.2023 14:31:57,B,B,V,P,A,Weiblich,23,3-4 mal die Woche,"Joggen, Kraftsport, Tanzen",Ja,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,3- trifft teilweise zu,1 - trifft gar nicht zu,5 - trifft voll zu,3- trifft teilweise zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,3- trifft teilweise zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,2 - trifft nicht zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,Bei wenigen Trainings,Zum Tracken meiner Leistungen,Nein,Ja
06.06.2023 15:00:08,C,L,I,K,D,Männlich,24,5-6 mal die Woche,"Kraftsport, Ballsportarten (z.B. Fußball, Handball, Basketball, etc.), Schwimmen",Ja,3- trifft teilweise zu,5 - trifft voll zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,Bei dem Großteil meiner Trainings,"Um Kurse zu Buchen, Um motivierter zu sein beim Sport",Ja,Ja
07.06.2023 10:06:17,I,M,N,K,J,Weiblich,22,3-4 mal die Woche,"Kraftsport, Fitness-Kurse, Yoga",Ja,4 - trifft zu,5 - trifft voll zu,3- trifft teilweise zu,2 - trifft nicht zu,1 - trifft gar nicht zu,5 - trifft voll zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,5 - trifft voll zu,2 - trifft nicht zu,4 - trifft zu,1 - trifft gar nicht zu,4 - trifft zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,Bei jedem Training,"Um Kurse zu Buchen, Um einen Sport-Zeitplan zu erstellen, Um motivierter zu sein beim Sport",Ja,Ja
07.06.2023 12:45:06,J,A,B,K,C,Männlich,23,5-6 mal die Woche,Tischtennis,Ja,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,2 - trifft nicht zu,5 - trifft voll zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,1 - trifft gar nicht zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,Bei jedem Training,Zum Tracken meiner Leistungen,Nein,Ja
07.06.2023 12:45:57,M,M,G,F,M,Weiblich,34,3-4 mal die Woche,"Joggen, Ballsportarten (z.B. Fußball, Handball, Basketball, etc.)",Ja,4 - trifft zu,5 - trifft voll zu,2 - trifft nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,5 - trifft voll zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,5 - trifft voll zu,1 - trifft gar nicht zu,4 - trifft zu,2 - trifft nicht zu,Bei dem Großteil meiner Trainings,Zum Tracken meiner Leistungen,Ja,Nein
07.06.2023 13:04:36,B,S,B,O,B,Männlich,27,1-2 mal die Woche,Schiedsrichterei,Ja,4 - trifft zu,5 - trifft voll zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,5 - trifft voll zu,3- trifft teilweise zu,3- trifft teilweise zu,2 - trifft nicht zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,2 - trifft nicht zu,5 - trifft voll zu,4 - trifft zu,5 - trifft voll zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,Bei wenigen Trainings,Zum Tracken meiner Leistungen,Ja,Ja
07.06.2023 13:19:21,S,E,N,B,V,Männlich,26,5-6 mal die Woche,"Kraftsport, Laufen",Ja,5 - trifft voll zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,1 - trifft gar nicht zu,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,4 - trifft zu,2 - trifft nicht zu,Bei jedem Training,"Zum Tracken meiner Leistungen, Um motivierter zu sein beim Sport, Um mich mit meinen früheren Leistungen zu vergleichen",Ja,Nein
07.06.2023 13:20:50,A,F,R,O,J,Männlich,24,5-6 mal die Woche,Kraftsport,Ja,4 - trifft zu,5 - trifft voll zu,3- trifft teilweise zu,2 - trifft nicht zu,2 - trifft nicht zu,5 - trifft voll zu,5 - trifft voll zu,3- trifft teilweise zu,5 - trifft voll zu,5 - trifft voll zu,3- trifft teilweise zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,2 - trifft nicht zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,4 - trifft zu,3- trifft teilweise zu,Bei wenigen Trainings,Zum Tracken meiner Leistungen,Ja,Ja
07.06.2023 13:25:44,A,G,P,M,T,Männlich,28,5-6 mal die Woche,"Joggen, Kraftsport, Ballsportarten (z.B. Fußball, Handball, Basketball, etc.), Schwimmen, Fitness-Kurse",Ja,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,5 - trifft voll zu,4 - trifft zu,5 - trifft voll zu,5 - trifft voll zu,2 - trifft nicht zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,4 - trifft zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,5 - trifft voll zu,Bei dem Großteil meiner Trainings,"Um das Training meiner Freunde zu verfolgen, Um Kurse zu Buchen, Um motivierter zu sein beim Sport",Ja,Nein
07.06.2023 14:00:12,H,E,L,P,A,Männlich,26,Gar nicht,Kraftsport,Ja,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,1 - trifft gar nicht zu,5 - trifft voll zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,Bei dem Großteil meiner Trainings,Zum Tracken meiner Leistungen,Nein,Nein
07.06.2023 14:52:07,D,H,I,M,N,Weiblich,25,5-6 mal die Woche,"Joggen, Ballsportarten (z.B. Fußball, Handball, Basketball, etc.), Fitness-Kurse",Ja,5 - trifft voll zu,5 - trifft voll zu,4 - trifft zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,3- trifft teilweise zu,5 - trifft voll zu,5 - trifft voll zu,2 - trifft nicht zu,1 - trifft gar nicht zu,5 - trifft voll zu,4 - trifft zu,5 - trifft voll zu,5 - trifft voll zu,1 - trifft gar nicht zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,5 - trifft voll zu,1 - trifft gar nicht zu,4 - trifft zu,2 - trifft nicht zu,Bei dem Großteil meiner Trainings,"Zum Tracken meiner Leistungen, Um motivierter zu sein beim Sport",Ja,Nein
07.06.2023 17:10:17,p,d,a,k,t,Männlich,22,1-2 mal die Woche,"Joggen, Tanzen",Nein,4 - trifft zu,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,4 - trifft zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,3- trifft teilweise zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,Bei wenigen Trainings,Um Kurse zu Buchen,Ja,Nein
07.06.2023 20:59:03,S,R,N,K,J,Männlich,24,3-4 mal die Woche,"Joggen, Kraftsport, Schwimmen, Fitness-Kurse",Ja,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,3- trifft teilweise zu,5 - trifft voll zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,Bei dem Großteil meiner Trainings,"Zum Tracken meiner Leistungen, Um einen Sport-Zeitplan zu erstellen, Um mir Ziele zu setzen, Um motivierter zu sein beim Sport",Ja,Nein
07.06.2023 23:01:48,I,G,I,G,H,Männlich,26,5-6 mal die Woche,"Ballsportarten (z.B. Fußball, Handball, Basketball, etc.), Schwimmen, Calisthenics",Ja,3- trifft teilweise zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,Bei dem Großteil meiner Trainings,Um einen Sport-Zeitplan zu erstellen,Ja,Nein
08.06.2023 11:49:25,A,K,N,R,C,Männlich,26,3-4 mal die Woche,"Kraftsport, Schwimmen, Bouldern",Ja,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,1 - trifft gar nicht zu,Bei jedem Training,Um Kurse zu Buchen,Nein,Ja
08.06.2023 18:18:37,C,Z,8,L,D,Weiblich,31,5-6 mal die Woche,"Joggen, Yoga",Ja,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,2 - trifft nicht zu,4 - trifft zu,2 - trifft nicht zu,4 - trifft zu,3- trifft teilweise zu,2 - trifft nicht zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,4 - trifft zu,Bei dem Großteil meiner Trainings,"Zum Tracken meiner Leistungen, Um Kurse zu Buchen",Ja,Ja
08.06.2023 19:35:18,M,H,I,K,R,Weiblich,65,5-6 mal die Woche,Walken,Nein,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,4 - trifft zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,Nie,Benutze keine Sportapp,Nein,Nein
08.06.2023 20:02:34,A,F,N,S,H,Männlich,54,Gar nicht,"Schwimmen, Radfahren",Nein,3- trifft teilweise zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,1 - trifft gar nicht zu,Nie,Um mir Ziele zu setzen,Nein,Nein
08.06.2023 22:30:06,M,H,I,W,R,Weiblich,64,3-4 mal die Woche,Fitness-Kurse,Ja,4 - trifft zu,3- trifft teilweise zu,3- trifft teilweise zu,2 - trifft nicht zu,1 - trifft gar nicht zu,4 - trifft zu,5 - trifft voll zu,3- trifft teilweise zu,3- trifft teilweise zu,5 - trifft voll zu,2 - trifft nicht zu,1 - trifft gar nicht zu,3- trifft teilweise zu,5 - trifft voll zu,5 - trifft voll zu,4 - trifft zu,1 - trifft gar nicht zu,4 - trifft zu,2 - trifft nicht zu,3- trifft teilweise zu,5 - trifft voll zu,1 - trifft gar nicht zu,5 - trifft voll zu,2 - trifft nicht zu,Bei wenigen Trainings,"Zum Tracken meiner Leistungen, Um Kurse zu Buchen, Fuer hiit training",Ja,Nein
09.06.2023 09:36:35,W,W,V,B,M,Männlich,24,3-4 mal die Woche,Badminton,Ja,4 - trifft zu,4 - trifft zu,3- trifft teilweise zu,3- trifft teilweise zu,3- trifft teilweise zu,5 - trifft voll zu,4 - trifft zu,4 - trifft zu,4 - trifft zu,5 - trifft voll zu,2 - trifft nicht zu,2 - trifft nicht zu,3- trifft teilweise zu,3- trifft teilweise zu,3- trifft teilweise zu,4 - trifft zu,1 - trifft gar nicht zu,5 - trifft voll zu,3- trifft teilweise zu,4 - trifft zu,4 - trifft zu,2 - trifft nicht zu,2 - trifft nicht zu,1 - trifft gar nicht zu,Bei wenigen Trainings,"Zum Tracken meiner Leistungen, Um das Training meiner Freunde zu verfolgen",Ja,Ja
